starting system statistics data collection
Usage: pidstat [ options ] [ <interval> [ <count> ] ]
Options are:
[ -C <command> ] [ -d ] [ -I ] [ -r ] [ -t ] [ -u ] [ -V ] [ -w ]
[ -p { <pid> | SELF | ALL } ] [ -T { TASK | CHILD | ALL } ]
Linux 3.0.76-0.11-default (ECSPGSQL) 	05/10/2015 	_s390x_

08:51:48 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:52:48 PM     all     55.59      0.00     10.01      2.80     18.08     13.53
08:53:48 PM     all     57.47      0.00      9.23      2.60     18.46     12.24
08:54:48 PM     all     58.04      0.00      9.10      2.50     18.67     11.69
08:55:48 PM     all     58.06      0.00      8.98      2.43     18.92     11.60
08:56:48 PM     all     58.10      0.00      8.86      2.52     18.62     11.90
08:57:48 PM     all     58.30      0.00      8.83      2.43     18.82     11.62
08:58:48 PM     all     55.06      0.00      9.17      3.15     17.91     14.72
08:59:48 PM     all     57.31      0.00      8.91      2.61     18.85     12.31
09:00:48 PM     all     58.64      0.00      8.79      2.38     19.20     10.99
09:01:48 PM     all     59.75      0.00      8.50      2.30     19.63      9.82
09:02:48 PM     all     59.98      0.00      8.45      2.33     19.37      9.87
09:03:48 PM     all     60.03      0.00      8.45      2.26     19.66      9.60
09:04:48 PM     all     56.37      0.00      8.83      2.80     18.30     13.70
09:05:48 PM     all     57.82      0.00      8.59      2.48     19.26     11.84
09:06:48 PM     all     59.31      0.00      8.40      2.39     19.45     10.46
09:07:48 PM     all     16.48      0.00      2.15      0.79      1.17     79.42
Average:        all     55.39      0.00      8.45      2.42     17.77     15.96
