# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
ECSPGSQL;60;1431287568;-3815.20;5.88;3083.78
ECSPGSQL;60;1431287628;-1449.01;4.03;1366.88
ECSPGSQL;60;1431287688;-1288.35;3.73;1246.09
ECSPGSQL;60;1431287748;-1289.32;3.67;1225.51
ECSPGSQL;60;1431287808;-1245.07;3.72;1182.33
ECSPGSQL;60;1431287868;-1231.04;3.75;1170.07
ECSPGSQL;60;1431287928;-1144.87;6.88;1076.43
ECSPGSQL;60;1431287988;-1187.45;4.10;1123.18
ECSPGSQL;60;1431288048;-1139.96;2.88;1084.01
ECSPGSQL;60;1431288108;-1204.15;0.85;1149.16
ECSPGSQL;60;1431288168;-1246.10;0.90;1187.61
ECSPGSQL;60;1431288228;-917.45;0.98;877.19
ECSPGSQL;60;1431288288;-556.97;6.00;537.17
ECSPGSQL;60;1431288348;-554.90;3.90;546.88
ECSPGSQL;60;1431288408;-492.27;1.97;491.02
